Date,Close,Volume,return_5d,return_10d,return_20d,rsi_14,macd_hist,hist_vol_20d,bb_width,bb_position,atr_14,volume_ratio_20d,obv_change_20d,excess_return_5d,excess_return_20d,future_return,label,inst_net,foreign_net,foreign_net_3d,foreign_net_5d,inst_net_3d,inst_net_5d,foreign_net_ratio_5d,inst_net_ratio_5d,smart_money_aligned
2015-03-18,19670.234375,189545,0.03926686361962295,0.04199468819805352,0.14080461072119554,78.94726650566949,124.84339747600427,0.20244562549025322,0.17116755065142233,0.8336856241754279,502.5501297004448,0.8636716147781733,-2.0907740435869204,0.01522643805374857,0.10455942493735093,-0.012594378403282258,0.0,-121007600,351711100,1532194800.0,1481958000.0,798311600.0,3015067400.0,0.01802598138307514,0.03667414921415908,1
2015-03-19,19818.876953125,223858,0.015228428935265548,0.04712031889744317,0.1428571267675558,85.71425554634986,114.46959042159114,0.20243634891351078,0.1668878149056813,0.847904843351561,481.31569211518917,1.0009828374580012,-2.3829836051087634,-0.018923804657433818,0.10217751560124211,-0.032499988913268774,0.0,614529500,637715000,1196953100.0,1755803050.0,-522954900.0,2155148850.0,0.0208491574727259,0.02559116055232626,0
2015-03-20,20116.162109375,325774,0.027848120214462035,0.057291815302440874,0.14366217295563022,85.71426560234264,117.36515876508759,0.2028034609661535,0.16785802716626486,0.8975788667548006,488.394003735467,1.4104803852676597,-2.899334139291543,0.0019390612707661514,0.10502237028453987,-0.024630672922648977,0.0,-1275916950,969325700,1558509650.0,2521620900.0,182981650.0,1291833500.0,0.028780422984662005,0.01474429187819484,1
2015-03-23,20314.349609375,327663,0.03797463680432722,0.053984529726548436,0.14845929993424556,86.20686374124531,121.83424421117093,0.2030313184581709,0.16954406305008068,0.9116793565405901,541.4802834613729,1.3750938480578436,-3.622286672016765,0.013187605533779179,0.11381171959480985,-0.07073173240859698,0.0,505717050,773496100,1958751800.0,2803993800.0,-782395050.0,-1184342350.0,0.030791146525823435,-0.013005470566870748,0
2015-03-24,20165.70703125,133323,0.030379649565762,0.0682414459192553,0.14647894549416884,77.08327516231766,104.64373263443645,0.20453113025077893,0.1620826787921945,0.8381854310963786,520.2458592863804,0.5586614885906895,-3.1828456508332867,0.024734098411012928,0.11345969556945379,-0.0614249593359395,0.0,111259050,176473250,2380536800.0,3301331450.0,-155670400.0,-587218250.0,0.036065868174285774,-0.006415149861439932,0
2015-03-25,19422.5,386200,-0.012594378403282258,0.026177943477205146,0.08587256891776684,58.0644915175032,36.596341661368,0.25304947294529323,0.1501287258647183,0.5790923378241187,523.784877767803,1.5575334590410441,-3.2417679384959177,-0.01967372853148186,0.059577227284385526,-0.04336726895353327,0.0,-582834800,146996400,1919295050.0,2908721150.0,-658940850.0,-165418950.0,0.030470749046025977,-0.001732871269873057,0
2015-03-26,19174.763671875,176917,-0.032499988913268774,-0.017766483749565798,0.06318672750262833,52.307704436747876,-28.22362707984479,0.25952964579953947,0.1385804120449973,0.47121378524054436,534.4021347012074,0.7146892501311383,-3.5970047296098033,-0.0249775240380814,0.04839549825489775,-0.02325586843628591,0.0,-343293750,689161900,1096965750.0,2704006450.0,34141300.0,-627246150.0,0.028310531748793406,-0.0065671707417278655,1
2015-03-27,19620.6875,160041,-0.024630672922648977,0.002531529351299966,0.10000002189971724,55.072428993535205,-43.29064220991785,0.263147953899962,0.1202983172436914,0.6203186158212459,545.0191589281965,0.6532908340447957,-3.1559606914601677,-0.01607010004471121,0.08287845922271697,0.005050572418779931,1.0,-181615000,762306600,1012631550.0,2755453350.0,-814869500.0,-1585069400.0,0.029040845882276255,-0.016705692425572037,0
2015-03-30,18877.48046875,260539,-0.07073173240859698,-0.035443107453027145,0.04098366923729846,50.0,-102.17251734964316,0.2995332682727272,0.10756997559596666,0.2599272713812379,566.2536701416385,1.0485990117679067,-3.374187106576948,-0.06751560797130807,0.024342136245345758,0.044619446740753244,1.0,41402000,-195445450,1598464900.0,2548434250.0,-1107743550.0,-490767450.0,0.026452393448912304,-0.005094097946344661,0
2015-03-31,18927.029296875,202169,-0.0614249593359395,-0.03291137850939452,0.038043555106516136,50.0,-134.60531395852286,0.29928980038829917,0.0948854079143565,0.2363904343782652,555.6364136175877,0.813970716718108,-4.78347454930309,-0.061258421265366514,0.018232212774061063,0.03141351153417227,1.0,83854200,48321650,1256023050.0,1579492700.0,-483506750.0,-955082500.0,0.016376661448942533,-0.00990258629135143,0
2015-04-01,18580.19921875,250639,-0.04336726895353327,-0.055415463561297784,-0.015747930476851635,36.61975193488569,-173.74934280228553,0.2801221386491479,0.09958405552061657,0.07678442158634669,541.4802090365959,1.041434629293873,-20.34526456472875,-0.03633768372045498,-0.03084079063218992,0.03466665096895194,1.0,322967450,-1094091850,615182800.0,1451341100.0,-56358800.0,-982487350.0,0.0155284111698908,-0.010511979258367598,0
2015-04-02,18728.837890625,126030,-0.02325586843628591,-0.05500004188320695,-0.010471342498673208,38.356119260813635,-183.03217930048356,0.28159998501814715,0.102121068543602,0.16716623337988382,548.5583755127284,0.5544244860036742,4.529694590158659,-0.026474505958396843,-0.0258287526665405,0.026455171018540113,1.0,82207150,-69372900,-1241215650.0,210252850.0,448223650.0,-76685100.0,0.0023788294615063135,-0.000867625695150186,0
2015-04-03,19719.783203125,313446,0.005050572418779931,-0.019704499501188133,0.036458409255203605,51.61289365464612,-118.94076793249656,0.3391646072418628,0.10144830626395646,0.6508760467271187,587.4884144339537,1.335773226322377,3.255646090362581,-0.007633849057520736,0.020322755194719155,-0.030150856794448844,0.0,269285850,3889000,-1115143100.0,-548281950.0,489028800.0,348815800.0,-0.005999048632012885,0.003816581865980596,0
2015-04-06,19719.783203125,210214,0.044619446740753244,-0.02926829643493034,0.02313619807268097,51.61289365464612,-75.18830193278177,0.3366973637533196,0.10194926564475836,0.6387153518571236,601.644754359132,0.8876894290493277,2.1522497362378203,0.03654570714298333,-0.0037654332170420357,-0.022613018790913153,0.0,-74180100,-268754600,-1159575750.0,-1306699550.0,674460450.0,799716650.0,-0.014154126305854418,0.008662504301769118,0
